"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"623",623,20,"3",71,7064,"1","0","3","3","0","4","0","18","2","2","0","2",5,6,1977,1977,"1","1","9","10","1",153,"3","4","1","4","4","4","1",560,"6",0,420,980,"1","4","1","4",980,0,0,980,0,0,1,0,3,1,"3",6,"6",0,"0","5",1986,"3",2,484,"5","5","2",192,0,0,0,0,0,"0","0","0",0,7,2009,"8","4",135000
"625",625,60,"3",80,10400,"1","0","3","3","0","4","0","16","2","2","0","5",6,5,1972,1972,"1","1","12","13","2",288,"3","4","1","4","4","4","5",247,"6",0,485,732,"1","2","1","4",1012,778,0,1790,1,0,1,2,4,1,"3",8,"3",1,"5","1",1972,"2",2,484,"5","5","2",148,0,0,0,147,0,"0","0","0",0,11,2006,"8","4",165150
"626",626,20,"3",87,10000,"1","0","0","3","0","0","0","12","2","2","0","2",6,6,1962,1962,"3","1","13","14","1",261,"3","4","1","4","4","4","6",0,"6",0,1116,1116,"1","4","1","4",1116,0,0,1116,0,0,1,1,3,1,"3",5,"6",0,"0","1",1962,"3",2,440,"5","5","2",0,0,0,0,385,0,"0","0","0",0,2,2010,"8","4",160000
"628",628,80,"3",80,9600,"1","0","3","3","0","4","0","12","2","2","0","7",6,6,1955,1972,"1","1","0","0","1",164,"3","4","1","4","4","0","1",674,"4",132,350,1156,"1","0","1","4",1520,0,0,1520,1,0,1,0,3,1,"3",7,"6",2,"3","2",1955,"2",1,364,"5","5","2",0,0,189,0,0,0,"0","0","0",0,3,2010,"8","4",153000
"629",629,60,"3",70,11606,"1","0","0","1","0","4","2","12","2","2","0","5",5,5,1969,1969,"1","1","9","10","1",192,"3","4","2","3","4","0","5",650,"6",0,390,1040,"1","4","1","4",1040,1040,0,2080,0,1,1,2,5,1,"1",9,"6",2,"5","1",1969,"3",2,504,"5","5","2",335,0,0,0,0,0,"0","0","0",0,9,2007,"8","3",135000
"630",630,80,"3",82,9020,"1","0","3","3","0","0","0","12","1","2","0","7",6,5,1964,1964,"1","7","9","14","1",259,"3","4","1","4","4","2","3",624,"5",336,288,1248,"1","4","1","4",1350,0,0,1350,1,0,1,1,3,1,"3",6,"6",0,"0","1",1964,"2",2,520,"5","5","2",176,0,0,0,0,0,"0","1","0",0,6,2008,"8","4",168500
"631",631,70,"4",50,9000,"1","1","3","3","0","0","0","17","0","2","0","5",5,6,1880,1991,"1","1","12","13","2",0,"3","4","0","2","1","4","6",0,"6",0,636,636,"1","4","1","0",1089,661,0,1750,0,0,1,0,3,1,"0",8,"6",0,"0","5",1937,"3",1,240,"2","4","0",0,0,293,0,0,0,"0","3","0",0,6,2006,"8","0",124000
"632",632,120,"3",34,4590,"1","0","3","3","0","4","0","15","2","2","3","2",8,5,2006,2006,"1","1","12","13","3",108,"2","4","2","3","2","3","3",24,"6",0,1530,1554,"1","0","1","4",1554,0,0,1554,0,0,2,0,2,1,"2",6,"6",1,"3","1",2006,"2",2,627,"5","5","2",156,73,0,0,0,0,"0","0","0",0,8,2007,"8","4",209500
"633",633,20,"3",85,11900,"1","0","3","3","0","4","0","16","2","2","0","2",7,5,1977,1977,"3","1","9","10","1",209,"3","2","1","4","4","4","0",822,"6",0,564,1386,"1","4","1","4",1411,0,0,1411,0,0,2,0,3,1,"3",6,"6",1,"5","1",1977,"1",2,544,"5","5","2",192,0,0,0,0,0,"0","0","0",0,4,2009,"8","3",82500
"634",634,20,"3",80,9250,"1","0","3","3","0","0","0","12","2","2","0","2",5,7,1954,2005,"1","1","13","14","2",0,"3","4","1","4","4","4","1",480,"4",468,108,1056,"1","4","1","4",1056,0,0,1056,0,1,1,0,3,1,"3",6,"6",0,"0","1",1954,"3",1,260,"5","5","2",390,0,0,0,0,0,"0","0","0",0,7,2007,"8","4",139400
"635",635,90,"3",64,6979,"1","0","3","3","0","4","0","17","2","2","2","6",6,5,1980,1980,"1","1","9","10","2",0,"3","4","1","4","4","4","3",1056,"6",0,0,1056,"1","2","1","4",1056,0,0,1056,2,0,0,0,0,2,"3",4,"6",0,"0","5",1980,"3",2,576,"5","5","2",264,56,0,0,0,0,"0","1","3",600,6,2010,"8","4",144000
"638",638,190,"4",50,6000,"1","0","3","3","0","4","0","17","2","2","1","0",5,4,1954,1954,"1","1","13","14","2",0,"3","4","1","4","4","4","6",0,"6",0,811,811,"1","4","1","0",811,576,0,1387,0,0,2,0,3,2,"2",7,"6",0,"0","3",1954,"3",1,256,"5","5","2",0,0,0,0,0,0,"0","0","0",0,11,2009,"8","4",93000
"640",640,120,"3",53,3982,"1","0","3","3","0","4","0","0","2","2","4","2",8,5,2006,2006,"3","1","12","13","2",0,"2","4","2","3","2","0","3",1154,"6",0,366,1520,"1","0","1","4",1567,0,0,1567,1,0,2,0,1,1,"0",7,"6",1,"3","1",2006,"1",3,648,"5","5","2",312,0,0,0,0,0,"0","0","0",0,10,2006,"6","5",264561
"641",641,120,"3",62,12677,"1","0","0","3","0","4","0","15","2","2","4","2",8,5,2003,2004,"3","1","8","8","1",472,"0","4","2","1","4","2","3",1218,"6",0,300,1518,"1","0","1","4",1518,0,0,1518,0,0,1,1,1,1,"0",6,"6",1,"3","1",2003,"2",2,588,"5","5","2",185,140,0,0,0,0,"0","0","0",0,4,2008,"8","4",274000
"643",643,80,"3",75,13860,"1","0","3","3","0","4","0","12","2","2","0","7",8,7,1972,1995,"1","1","9","14","2",0,"2","4","1","3","4","2","3",1410,"6",0,542,1952,"1","2","1","4",2000,704,0,2704,1,0,2,1,4,1,"0",9,"6",3,"5","1",1972,"1",2,538,"5","5","2",269,111,0,0,0,0,"0","3","0",0,7,2009,"8","4",345000
"644",644,60,"3",80,10793,"1","0","3","3","0","4","0","16","6","2","0","5",5,5,1969,1969,"4","1","14","6","1",263,"3","4","1","4","4","4","5",493,"1",287,0,780,"1","0","1","4",780,840,0,1620,0,0,2,1,4,1,"3",7,"2",0,"0","1",1969,"1",2,462,"5","5","2",208,0,0,0,0,0,"0","2","0",0,4,2007,"8","4",152000
"645",645,20,"1",85,9187,"1","0","3","3","0","4","0","20","2","2","0","2",9,5,2009,2009,"1","1","5","5","3",162,"0","4","2","1","4","3","3",1121,"6",0,645,1766,"1","0","1","4",1766,0,0,1766,1,0,2,1,2,1,"0",7,"6",1,"3","1",2009,"1",3,478,"5","5","2",195,130,0,0,0,0,"0","0","0",0,10,2009,"6","5",370878
"647",647,20,"3",60,7200,"1","0","3","3","0","4","0","12","2","2","0","2",5,5,1950,1950,"3","1","8","8","2",0,"3","4","1","0","0","1","2",0,"2",0,0,0,"1","2","1","4",1048,0,0,1048,0,0,1,0,3,1,"3",7,"2",0,"0","5",1950,"3",2,420,"5","5","2",0,27,0,0,0,0,"0","0","0",0,7,2008,"8","4",98300
"648",648,20,"3",85,10452,"1","0","0","3","0","4","0","7","2","2","0","2",6,5,1953,1953,"3","1","13","14","3",216,"3","4","1","4","4","3","5",500,"6",0,594,1094,"1","0","1","4",1094,0,0,1094,0,0,1,0,3,1,"3",5,"6",2,"3","1",1953,"2",2,495,"5","5","2",0,0,0,0,287,0,"0","0","0",0,6,2008,"8","4",155000
"649",649,60,"3",70,7700,"1","0","3","3","0","4","0","12","4","2","0","5",6,5,1966,1966,"1","1","8","8","1",351,"3","4","1","4","4","4","6",0,"6",0,756,756,"1","4","1","4",1051,788,0,1839,0,0,1,1,4,1,"3",7,"6",1,"5","1",1966,"3",2,442,"5","5","2",0,124,216,0,0,0,"0","0","0",0,6,2010,"8","4",155000
"652",652,70,"3",60,9084,"1","0","3","3","0","4","0","7","0","2","0","5",4,5,1940,1950,"1","1","8","8","2",0,"3","4","1","4","4","3","6",0,"6",0,755,755,"1","4","1","4",755,755,0,1510,1,0,1,0,4,1,"3",7,"6",1,"3","5",1940,"3",1,296,"2","4","1",120,0,0,0,0,0,"0","3","0",0,10,2009,"8","4",108000
"653",653,60,"3",70,8750,"1","0","3","3","0","4","0","5","2","2","0","5",7,5,1996,1996,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,880,880,"1","0","1","4",909,807,0,1716,0,0,2,1,2,1,"2",7,"6",1,"5","1",1996,"2",2,512,"5","5","2",0,120,0,0,0,0,"0","0","0",0,7,2009,"8","4",191000
"654",654,50,"4",60,10320,"1","1","3","3","0","4","0","9","2","2","0","0",6,7,1906,1995,"1","1","8","8","2",0,"3","4","1","4","4","4","6",0,"6",0,756,756,"1","0","1","4",756,713,0,1469,0,0,1,0,3,1,"3",7,"6",0,"0","5",1906,"3",1,216,"5","5","2",57,0,239,0,0,0,"0","3","0",0,6,2008,"8","4",135000
"655",655,20,"3",91,10437,"1","0","0","3","0","4","0","13","2","2","0","2",8,6,1995,1995,"3","1","8","8","1",660,"2","2","2","3","4","2","3",1696,"6",0,413,2109,"1","0","1","4",2113,0,0,2113,1,0,2,1,2,1,"2",7,"6",1,"5","1",1995,"1",3,839,"5","5","2",236,46,0,0,0,0,"0","0","0",0,8,2008,"8","4",350000
"656",656,160,"4",21,1680,"1","0","3","3","0","4","0","2","2","2","3","5",6,5,1971,1971,"1","1","6","7","1",381,"3","4","1","4","4","4","6",0,"6",0,525,525,"1","4","1","4",525,567,0,1092,0,0,1,1,3,1,"3",6,"6",0,"0","5",1971,"3",1,264,"5","5","2",0,0,0,0,0,0,"0","0","0",0,3,2010,"8","3",88000
"657",657,20,"3",72,10007,"1","0","0","3","0","4","0","12","2","2","0","2",5,7,1959,2006,"1","1","6","6","1",54,"2","4","1","4","4","4","0",806,"6",0,247,1053,"1","0","1","4",1053,0,0,1053,1,0,1,1,3,1,"2",5,"6",0,"0","1",1959,"2",1,312,"5","5","2",0,0,0,0,0,0,"0","3","0",0,8,2008,"8","4",145500
"658",658,70,"3",60,7200,"1","0","3","1","0","4","1","6","2","2","0","5",7,6,1931,2000,"1","1","11","15","2",0,"3","1","0","3","4","4","6",0,"6",0,776,776,"1","4","1","4",851,651,0,1502,0,0,1,1,3,1,"3",6,"6",1,"3","1",1931,"2",1,270,"5","5","1",0,0,112,0,0,0,"0","3","0",0,2,2008,"8","4",149000
"659",659,50,"3",78,17503,"1","0","3","3","0","4","0","12","0","2","0","0",6,5,1948,1950,"1","1","12","13","2",0,"3","4","1","4","4","4","6",0,"6",0,912,912,"1","4","1","4",912,546,0,1458,0,1,1,0,3,1,"3",6,"6",1,"3","1",1948,"3",1,330,"5","5","2",192,0,0,0,0,0,"0","0","0",0,1,2010,"8","0",97500
"660",660,20,"3",75,9937,"1","0","3","3","0","0","0","7","2","2","0","2",5,7,1964,1999,"3","1","8","8","2",0,"3","2","2","4","4","4","1",637,"6",0,849,1486,"1","0","1","4",1486,0,0,1486,1,0,1,0,3,1,"3",7,"6",0,"0","5",1968,"1",2,480,"5","5","2",0,0,0,0,0,0,"0","3","0",0,3,2009,"8","4",167000
"662",662,60,"3",52,46589,"1","0","1","3","0","1","0","13","2","2","0","5",8,7,1994,2005,"3","1","12","13","1",528,"2","4","2","3","2","4","3",1361,"5",180,88,1629,"1","0","1","4",1686,762,0,2448,1,0,2,1,4,1,"2",8,"6",1,"5","1",1994,"2",3,711,"5","5","2",517,76,0,0,0,0,"0","0","0",0,7,2009,"8","4",402000
"663",663,20,"3",120,13560,"1","0","3","3","0","0","0","12","2","2","0","2",6,3,1968,1968,"3","1","13","14","1",216,"3","4","1","2","1","4","6",0,"6",0,1392,1392,"1","2","1","4",1392,0,0,1392,1,0,1,0,2,1,"3",5,"1",2,"5","1",1968,"2",2,576,"5","5","2",0,0,240,0,0,0,"0","0","0",0,7,2009,"8","4",110000
"664",664,85,"3",90,10012,"1","0","3","3","0","4","0","7","2","2","0","6",4,5,1972,1972,"1","1","9","10","2",0,"3","4","1","3","4","0","1",920,"5",180,38,1138,"1","4","1","4",1181,0,0,1181,1,0,2,0,3,1,"3",6,"6",0,"0","5",1974,"2",2,588,"5","5","2",0,0,180,0,0,0,"0","3","0",0,4,2008,"8","4",137500
"665",665,20,"3",49,20896,"1","0","1","3","0","1","0","20","6","2","0","2",8,5,2005,2006,"1","1","12","13","2",0,"2","4","2","1","4","3","3",1721,"6",0,356,2077,"1","0","1","4",2097,0,0,2097,1,0,1,1,1,1,"0",8,"6",1,"1","1",2005,"1",3,1134,"5","5","2",192,267,0,0,0,0,"0","0","0",0,1,2006,"6","5",423000
"666",666,60,"3",106,11194,"1","0","0","3","0","0","0","8","2","2","0","5",8,5,2000,2000,"1","1","12","13","1",40,"2","4","2","3","4","4","6",0,"6",0,1406,1406,"1","0","1","4",1454,482,0,1936,0,0,2,1,3,1,"2",7,"6",1,"5","1",2000,"2",2,504,"5","5","2",188,124,0,0,0,0,"0","0","0",0,11,2006,"8","4",230500
"668",668,20,"3",65,8125,"1","0","3","3","0","4","0","19","2","2","0","2",6,5,1994,1998,"1","1","6","6","1",258,"3","4","2","3","4","4","3",1138,"6",0,270,1408,"1","0","1","4",1679,0,0,1679,1,0,2,0,3,1,"2",7,"6",1,"2","1",1994,"2",2,575,"5","5","2",224,42,0,0,0,0,"0","0","0",0,10,2008,"8","4",193500
"670",670,30,"3",80,11600,"1","0","3","3","0","4","0","6","2","2","0","2",4,5,1922,1950,"1","1","8","8","2",0,"3","4","0","2","4","4","6",0,"6",0,700,700,"1","0","1","4",1180,0,0,1180,0,0,1,0,2,1,"1",5,"6",1,"3","5",1922,"3",1,252,"5","2","2",0,0,67,0,0,0,"0","0","0",0,7,2006,"8","4",137500
"671",671,60,"3",64,8633,"1","0","3","3","0","2","0","5","2","2","0","5",6,5,2005,2005,"1","1","12","13","2",0,"2","4","2","3","4","4","3",193,"6",0,545,738,"1","0","1","4",738,738,0,1476,1,0,2,1,3,1,"2",7,"6",0,"0","1",2005,"1",2,540,"5","5","2",100,35,0,0,0,0,"0","0","0",0,2,2009,"8","4",173500
"672",672,70,"2",54,6629,"1","0","3","3","0","4","0","7","0","2","0","5",6,6,1925,1950,"2","1","13","14","2",0,"3","2","0","4","4","4","1",551,"6",0,121,672,"1","4","0","4",697,672,0,1369,1,0,2,0,3,1,"3",6,"6",0,"0","5",1930,"3",1,300,"5","5","2",147,0,0,0,0,0,"0","0","0",0,7,2009,"8","4",103600
"674",674,20,"3",110,14442,"1","0","3","3","0","4","0","6","2","2","0","2",6,7,1957,2004,"3","1","5","5","1",106,"3","4","2","4","4","4","3",1186,"6",0,291,1477,"1","0","1","4",1839,0,0,1839,1,0,2,0,3,1,"2",7,"6",2,"5","1",1957,"1",2,416,"5","5","2",0,87,0,0,200,0,"0","0","0",0,6,2007,"8","4",257500
"675",675,20,"3",80,9200,"1","0","3","3","0","4","0","12","2","2","0","2",6,6,1965,1965,"1","1","6","6","2",0,"3","4","1","4","4","4","5",892,"6",0,244,1136,"1","4","1","4",1136,0,0,1136,1,0,1,0,3,1,"3",5,"6",1,"3","1",1965,"2",1,384,"5","5","2",426,0,0,0,0,0,"0","0","0",0,7,2008,"8","4",140000
"676",676,160,"3",24,2289,"1","0","3","3","0","4","0","14","2","2","3","5",6,6,1978,1978,"1","1","9","2","2",0,"3","4","1","4","4","4","0",311,"6",0,544,855,"1","4","1","4",855,586,0,1441,0,0,2,1,3,1,"3",7,"6",1,"5","1",1978,"3",2,440,"5","5","2",28,0,0,0,0,0,"0","0","0",0,4,2009,"8","4",148500
"677",677,70,"4",60,9600,"1","1","3","3","0","4","0","17","2","2","0","5",4,2,1900,1950,"1","1","0","12","2",0,"3","4","0","4","1","4","6",0,"6",0,1095,1095,"2","1","0","4",1095,679,0,1774,1,0,2,0,4,2,"3",8,"3",0,"0","0",1920,"3",3,779,"2","2","0",0,0,90,0,0,0,"0","0","0",0,5,2006,"8","4",87000
"678",678,30,"3",52,9022,"1","0","3","3","0","4","0","17","2","2","0","2",5,8,1924,2006,"1","1","12","13","2",0,"2","4","0","4","4","4","6",0,"6",0,768,768,"1","0","1","4",792,0,0,792,0,0,1,0,2,1,"2",5,"6",0,"0","5",1924,"3",1,240,"2","2","0",316,0,120,0,0,0,"0","0","0",0,5,2009,"8","4",109500
"679",679,20,"3",80,11844,"1","0","0","3","0","4","0","21","2","2","0","2",8,5,2008,2008,"3","1","12","13","3",464,"2","4","2","1","4","3","6",0,"6",0,2046,2046,"1","0","1","4",2046,0,0,2046,0,0,2,1,3,1,"2",7,"6",1,"3","1",2008,"1",3,834,"5","5","2",322,82,0,0,0,0,"0","0","0",0,7,2009,"6","5",372500
"681",681,120,"3",50,8012,"1","0","3","3","0","4","0","19","2","2","4","2",6,5,1980,1980,"1","1","9","10","2",0,"3","4","1","3","4","4","1",543,"1",119,261,923,"1","4","1","4",923,0,0,923,0,0,2,0,2,1,"3",5,"6",1,"5","1",1980,"2",1,264,"5","5","2",80,0,0,0,0,0,"0","0","0",0,5,2010,"8","4",143000
"682",682,50,"2",55,4500,"1","2","1","0","0","4","0","22","2","2","0","0",5,5,1932,2000,"1","1","12","12","2",0,"3","4","0","4","4","4","5",182,"6",0,611,793,"1","0","1","4",848,672,0,1520,0,0,1,0,3,1,"3",6,"6",0,"0","5",1968,"3",1,281,"5","5","2",0,0,56,0,0,0,"0","0","0",0,7,2009,"8","0",159434
"684",684,20,"3",90,11248,"1","0","0","3","0","0","0","5","2","2","0","2",9,5,2002,2002,"3","1","12","13","3",215,"2","4","2","3","4","0","3",1059,"6",0,567,1626,"1","0","1","4",1668,0,0,1668,1,0,2,0,3,1,"2",7,"6",1,"5","1",2002,"1",3,702,"5","5","2",257,45,0,0,0,0,"0","0","0",0,7,2007,"8","4",285000
"685",685,60,"3",58,16770,"1","0","1","3","0","1","0","13","2","2","0","5",7,5,1998,1998,"1","1","12","13","1",30,"2","4","2","3","4","4","6",0,"6",0,1195,1195,"1","2","1","4",1195,644,0,1839,0,0,2,1,4,1,"3",7,"6",0,"0","1",1998,"1",2,486,"5","5","2",0,81,0,0,0,0,"0","0","0",0,6,2010,"8","4",221000
"687",687,60,"1",84,10207,"1","0","3","3","0","4","0","20","2","2","0","5",7,6,2007,2007,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,874,874,"1","0","1","4",874,887,0,1761,0,0,3,0,3,1,"2",7,"6",0,"0","1",2007,"1",2,578,"5","5","2",144,105,0,0,0,0,"0","0","0",0,8,2007,"6","5",227875
"689",689,20,"3",60,8089,"1","0","3","1","0","4","0","21","2","2","0","2",8,6,2007,2007,"1","1","8","8","1",0,"2","4","2","3","4","0","3",945,"6",0,474,1419,"1","0","1","4",1419,0,0,1419,1,0,2,0,2,1,"2",7,"6",1,"3","1",2007,"2",2,567,"5","5","2",140,0,0,0,0,0,"0","0","0",0,10,2007,"6","5",392000
"690",690,120,"3",61,7577,"1","0","0","3","0","0","0","15","2","2","4","2",6,5,2005,2006,"1","1","12","13","3",256,"2","4","2","3","4","0","0",20,"6",0,1342,1362,"1","0","1","4",1362,0,0,1362,0,0,2,0,2,1,"2",6,"6",1,"3","1",2005,"2",2,460,"5","5","2",192,28,0,0,0,0,"0","0","0",0,6,2007,"8","4",194700
"692",692,60,"3",104,21535,"1","0","0","3","0","0","0","13","2","2","0","5",10,6,1994,1995,"1","7","6","6","1",1170,"0","4","2","1","4","2","3",1455,"6",0,989,2444,"1","0","1","4",2444,1872,0,4316,0,1,3,1,4,1,"0",10,"6",2,"1","1",1994,"1",3,832,"5","5","2",382,50,0,0,0,0,"0","0","0",0,1,2007,"8","4",755000
"693",693,60,"3",42,26178,"1","0","0","3","0","4","1","23","2","2","0","5",7,5,1989,1990,"3","1","8","8","1",293,"2","4","2","3","4","2","3",965,"6",0,245,1210,"1","0","1","4",1238,1281,0,2519,1,0,2,1,4,1,"2",9,"6",2,"3","1",1989,"2",2,628,"5","5","2",320,27,0,0,0,0,"0","0","0",0,4,2006,"8","4",335000
"694",694,30,"3",60,5400,"1","0","3","3","0","0","2","17","2","2","0","2",5,6,1921,1968,"1","1","8","8","2",0,"3","4","0","4","4","4","6",0,"6",0,1073,1073,"1","0","1","4",1073,0,0,1073,0,0,1,0,2,1,"3",4,"6",0,"0","5",1968,"3",1,326,"5","5","2",0,0,112,0,0,0,"0","0","0",0,12,2006,"8","0",108480
"695",695,50,"4",51,6120,"1","0","3","3","0","0","0","3","2","2","0","0",5,6,1936,1950,"1","1","13","14","2",0,"3","1","0","4","4","4","6",0,"6",0,927,927,"1","4","1","4",1067,472,0,1539,0,0,1,1,3,1,"3",5,"6",0,"0","5",1995,"3",2,576,"5","5","2",112,0,0,0,0,0,"0","3","0",0,4,2009,"8","4",141500
"696",696,20,"3",54,13811,"1","0","0","3","0","4","0","23","2","2","0","2",6,6,1987,1987,"1","1","6","6","1",72,"3","4","1","3","2","4","3",980,"4",40,92,1112,"1","2","1","4",1137,0,0,1137,1,0,2,0,2,1,"2",5,"6",1,"5","1",1987,"3",2,551,"5","5","2",125,0,0,0,0,0,"0","0","0",0,7,2006,"8","4",176000
"697",697,30,"4",50,6000,"1","0","3","3","0","4","0","3","2","2","0","2",5,7,1921,1950,"1","1","13","15","2",0,"3","4","1","4","4","4","4",616,"6",0,0,616,"1","2","1","4",616,0,0,616,0,0,1,0,2,1,"3",4,"6",0,"0","5",1921,"3",1,205,"5","5","2",0,0,129,0,0,0,"0","0","0",0,6,2006,"8","4",89000
"698",698,20,"3",57,6420,"1","0","0","3","0","4","0","7","2","2","0","2",5,7,1952,1952,"1","1","13","14","2",0,"3","4","2","1","2","3","4",210,"0",551,219,980,"1","1","1","0",1148,0,0,1148,0,1,1,0,2,1,"3",6,"6",0,"0","5",1952,"3",1,308,"5","5","2",0,0,0,0,0,0,"0","0","0",0,9,2006,"8","4",123500
"699",699,20,"3",65,8450,"1","0","3","3","0","4","0","18","5","2","0","2",5,8,1965,2009,"1","1","8","8","2",0,"3","2","1","4","4","4","3",553,"1",117,224,894,"1","0","1","4",894,0,0,894,1,0,1,0,3,1,"3",5,"6",1,"3","5",1973,"3",1,336,"5","5","2",416,144,0,0,0,0,"0","3","0",0,4,2010,"8","4",138500
"700",700,120,"1",59,4282,"1","2","1","3","0","4","0","20","2","2","4","2",7,5,2004,2004,"1","1","8","8","2",0,"2","4","2","3","4","3","3",16,"6",0,1375,1391,"1","0","1","4",1391,0,0,1391,0,0,2,0,2,1,"2",5,"6",0,"0","1",2004,"2",2,530,"5","5","2",156,158,0,0,0,0,"0","0","0",0,7,2008,"8","4",196000
"701",701,20,"3",85,14331,"1","0","3","3","0","4","0","23","2","2","0","2",8,5,2002,2002,"3","1","12","13","1",630,"2","4","2","1","4","2","3",1274,"6",0,526,1800,"1","0","1","4",1800,0,0,1800,1,0,2,0,3,1,"2",7,"6",1,"3","1",2002,"1",3,765,"5","5","2",270,78,0,0,0,0,"0","0","0",0,5,2006,"8","4",312500
"702",702,20,"3",80,9600,"1","0","3","3","0","4","0","16","2","2","0","2",7,5,1969,1969,"3","1","6","6","1",168,"3","4","1","4","4","4","6",0,"6",0,1164,1164,"1","4","1","4",1164,0,0,1164,0,0,1,1,3,1,"3",6,"6",0,"0","1",1969,"3",2,528,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2006,"0","4",140000
"703",703,60,"3",82,12438,"1","0","0","3","0","4","0","21","2","2","0","5",8,5,2006,2006,"3","1","12","13","1",466,"0","4","2","1","2","4","6",0,"6",0,1234,1234,"1","0","1","4",1264,1312,0,2576,0,0,2,1,4,1,"0",10,"6",1,"3","3",2006,"1",3,666,"5","5","2",324,100,0,0,0,0,"0","0","0",0,7,2006,"6","5",361919
"704",704,190,"4",76,7630,"1","0","3","3","0","4","0","17","1","2","1","5",5,9,1900,1996,"1","1","13","14","2",0,"3","2","0","3","4","4","6",0,"6",0,360,360,"1","2","1","4",1032,780,0,1812,0,0,2,0,4,2,"2",8,"6",1,"4","5",1999,"3",2,672,"5","5","0",344,0,40,0,0,0,"0","3","0",0,5,2010,"8","4",140000
"705",705,20,"3",70,8400,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2004,2005,"1","1","12","13","1",109,"2","4","2","3","4","0","3",712,"6",0,761,1473,"1","0","1","4",1484,0,0,1484,1,0,2,0,3,1,"2",7,"6",0,"0","1",2004,"2",2,606,"5","5","2",0,35,0,144,0,0,"0","0","0",0,5,2010,"8","4",213000
"708",708,120,"3",48,6240,"1","0","3","3","0","4","0","15","2","2","4","2",8,5,2006,2006,"3","1","8","8","1",176,"2","4","2","3","4","4","3",863,"6",0,461,1324,"1","0","1","4",1324,0,0,1324,1,0,2,0,2,1,"2",6,"6",1,"3","1",2006,"1",2,550,"5","5","2",192,38,0,0,0,0,"0","0","0",0,12,2009,"8","4",254000
"709",709,60,"3",65,9018,"1","0","0","3","0","4","0","8","2","2","0","5",7,5,2007,2007,"3","1","12","13","2",0,"2","4","2","3","4","0","6",0,"6",0,728,728,"1","0","1","4",728,728,0,1456,0,0,2,1,3,1,"2",8,"6",1,"3","1",2007,"1",2,400,"5","5","2",100,24,0,0,0,0,"0","0","0",0,7,2007,"6","5",179540
"712",712,50,"0",66,8712,"1","2","3","1","0","4","1","9","2","2","0","0",4,7,1900,1950,"1","1","8","8","2",0,"3","4","4","4","4","3","6",0,"6",0,859,859,"1","2","1","4",859,319,0,1178,0,0,1,0,2,1,"3",7,"6",0,"0","5",1964,"2",1,384,"5","5","0",68,0,98,0,0,0,"0","0","0",0,1,2010,"8","0",102776
"713",713,120,"3",40,4671,"1","0","0","1","0","4","0","21","2","2","4","2",8,5,1988,1989,"1","1","6","6","2",0,"2","4","2","3","4","3","3",767,"6",0,461,1228,"1","2","1","4",1228,0,0,1228,1,0,2,0,2,1,"2",5,"6",1,"3","1",1988,"1",2,472,"5","5","2",168,120,0,0,0,0,"0","0","0",0,10,2008,"8","4",189000
"714",714,190,"3",60,9873,"1","0","3","3","0","4","0","3","6","2","1","2",4,5,1970,1970,"1","1","6","6","1",160,"3","4","1","4","4","0","0",789,"6",0,171,960,"2","4","0","4",960,0,0,960,1,0,1,0,3,1,"3",6,"6",0,"0","5",1970,"3",2,576,"5","5","2",0,288,0,0,0,0,"0","0","0",0,5,2006,"8","4",129000
"716",716,20,"3",78,10140,"1","0","3","3","0","4","0","16","2","2","0","2",6,5,1974,1974,"3","1","6","6","1",174,"3","4","1","3","4","4","6",0,"6",0,1064,1064,"1","4","1","4",1350,0,0,1350,0,0,2,0,3,1,"3",7,"6",1,"5","1",1974,"2",2,478,"5","5","2",0,0,0,0,0,0,"0","3","0",0,8,2009,"8","4",165000
"717",717,70,"4",60,10800,"1","1","3","0","0","4","0","17","2","2","0","5",7,8,1890,1998,"1","1","13","13","2",0,"3","2","0","4","4","4","6",0,"6",0,718,718,"1","0","1","4",1576,978,0,2554,0,0,1,1,3,1,"3",8,"6",0,"0","5",1996,"3",2,704,"5","5","1",0,48,143,0,0,0,"0","0","0",0,7,2007,"8","4",159500
